substance_ID,assignment,substances,PubChemCID,CAS,synonyms,chemical,pharmco,street_smarts,trending,new_tags,AI_tags,pronunciation,sixwords,vernacular,notes,smiles1,status,R1 complete,tags,opioid,stimulant,psychedelic,cannabinoid,sedative,steroid,category
333.0,Nate,protonitazene,156589001.0,95958-84-2,"N,N-Diethyl-5-nitro-2-[(4-propoxyphenyl)methyl]-1H-benzimidazole-1-ethanamine; N,N-diethyl-5-nitro-2-[(4-propoxyphenyl)methyl]-1H-benzimidazole-1-ethanamine, N,N-diethyl-2-(5-nitro-2-(4-propoxybenzyl)-1H-benzo[d]imidazol-1-yl)ethan-1-amine","opioid, nitazene, synthetic",human effects uncertain,"active agent, downer","concern, emerging, international relevance",,"nitazene, opioid, synthetic",,"potent, emerging designer opioid","nitazene, dope",first synthesized in 1950s and emerged in the late 2010s. Linked to overdose deaths,CCCOC1=CC=C(C=C1)CC2=NC3=C(N2CCN(CC)CC)C=CC(=C3)[N+](=O)[O-],tagging done,to do,nitazene;opioid;synthetic;human effects uncertain;active agent;downer;concern;emerging;international relevance;,opioid,,,,,,opioid
334.0,Erin,pseudoephedrine,7028.0,90-82-4,ephedrine,"stimulant, synthetic",,"active agent, over the counter, upper","established, historically popular",likely pharmaceutical origin,"decongestant, stimulant, common",,,Sudafed,,CC(C(C1=CC=CC=C1)O)NC,tagging done,to do,stimulant;synthetic;active agent;over the counter;upper;established;historically popular;likely pharmaceutical origin;,,stimulant,,,,,stimulant
335.0,Erin,psilocin,4980.0,520-53-6,,,"hallucinogen, psychedelic",active agent,"established, historically popular",typtamine,"psychedelic, hallucinogen, tryptamine",,,,Derivitized,CN(C)CCC1=CNC2=C1C(=CC=C2)O,tagging done,to do,hallucinogen;psychedelic;active agent;established;historically popular;typtamine;,,,psychedelic,,,,psychedelic
336.0,Erin,psilocybin,10624.0,520-52-5,,,"hallucinogen, psychedelic",active agent,"established, historically popular",typtamine,"psychedelic, hallucinogen, tryptamine",,,,,CN(C)CCC1=CNC2=C1C(=CC=C2)OP(=O)(O)O,tagging done,to do,hallucinogen;psychedelic;active agent;established;historically popular;typtamine;,,,psychedelic,,,,psychedelic
337.0,,pyrazolam,12562545.0,,,,,,,,,,,,,CC1=NN=C2N1C3=C(C=C(C=C3)Br)C(=NC2)C4=CC=CC=N4,,,,,,,,,,
338.0,Nab,quetiapine,5002.0,111974-69-7,,synthetic,"anti-anxiety, anti-depressant, sedative",active agent,uncommon,likely pharmaceutical origin,"anti-psychotic, sedative, common",,"mild downer: treats schizophrenia, depression, anxiety",Seroquel,"Medication for schizophrenia, bipolar disorder and depression. mild sedative often used off-label for anxiety also.",C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,finalize,done,synthetic;anti-anxiety;anti-depressant;sedative;active agent;uncommon;likely pharmaceutical origin;,,,,,sedative,,sedative
339.0,Nab,quinine,3034034.0,72402-53-0,,plant grown,"anti-microbial, anti-parasitic","cut, flavor","established, historically popular",not psychoactive,"anti-malarial, muscle relaxant, uncommon",caw-wine-nine,,,,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,tagging done,to do,plant grown;anti-microbial;anti-parasitic;cut;flavor;established;historically popular;not psychoactive;,,,,,,,other
340.0,,R-6890,,3222-88-6,,,,,,,,,,,,,,,,,,,,,,
341.0,,saccharin,5143.0,,,,,,,,,,,,,C1=CC=C2C(=C1)C(=O)NS2(=O)=O,,,,,,,,,,
342.0,Nab,salicylic acid,338.0,69-72-7,,GCMS breakdown product,"analgesic, fever/pain reliever","bulking agent, over the counter, topical/dermal",established,likely pharmaceutical origin,"impurity, keratolytic, GCMS breakdown product",,"wart remover, skin irritant; aspirin breakdown",,"most common use is a topical treatment to remove warts, and would be a severe irritant to eyes or, over time, skin. Primary precursor/metabolite of aspirin. In drug checking results may not have been present in original sample, but detected as a breakdown product (artifact) of heating during GCMS analysis.",C1=CC=C(C(=C1)C(=O)O)O,finalize,done,GCMS breakdown product;analgesic;fever/pain reliever;bulking agent;over the counter;topical/dermal;established;likely pharmaceutical origin;,,,,,,,other
343.0,,semaglutide,56843331.0,,,,,,,,,,,,,CCC(C)C(C(=O)NC(C)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CCC(=O)O)NC(=O)C(CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CCC(C(=O)O)NC(=O)CCCCCCCCCCCCCCCCC(=O)O)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(=O)N)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)(C)NC(=O)C(CC6=CN=CN6)N,,,,,,,,,,
344.0,,sertraline,68617.0,,,,,,,,,,,,,CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,,,,,,,,,,
345.0,Nate,sildenafil,135398744.0,139755-83-2,"Viagra, Revatio; Aronix, Liberize; Nipatra; Grandipam",synthetic,erectile dysfunction,active agent,established,"likely pharmaceutical origin, perscription, phosphodiesterase inhibitor, vasodilator","erectile dysfunction, vasodilator, common",,prescribed erectile dysfunction medication,Viagra; little blue pill,"Though used recreationally, not usually seen in street drugs.",CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,finalize,done,synthetic;erectile dysfunction;active agent;established;likely pharmaceutical origin;perscription;phosphodiesterase inhibitor;vasodilator;,,,,,,,other
346.0,,spironolactone,5833.0,,,,,,,,,,,,,CC(=O)SC1CC2=CC(=O)CCC2(C3C1C4CCC5(C4(CC3)C)CCC(=O)O5)C,,,,,,,,,,
347.0,Nab,sucrose,5988.0,57-50-1,,"sweetener, sugar",,"bulking agent, cut, flavor",uncommon,not psychoactive,"sweetener, common, GCMS breakdown product",sue-crows,"Sugar. Rare, but not surprising",,sweetener,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,finalize,done,sugar;sweetener;bulking agent;cut;flavor;uncommon;not psychoactive;,,,,,,,other
348.0,Nate,t-Boc Norfentanyl,129076809.0,,t-BOC-norfentanyl; tert-butyl 4-(N-phenylpropanamido)piperidine-1-carboxylate,"impurity, opioid, fentanyl analogue, synthetic",human effects uncertain,,,,"fentanyl precursor, fentanyl impurity, opioid",,Intermediate in synthesizing fentanyl,,Rarely detected in street drugs,CCC(=O)N(C1CCN(CC1)C(=O)OC(C)(C)C)C2=CC=CC=C2,tagging done,to do,fentanyl analogue;impurity;opioid;synthetic;human effects uncertain;,opioid,,,,,,opioid
349.0,Nate,tadalafil,110635.0,171596-29-5,"Cialis, Adcirca",synthetic,erectile dysfunction,active agent,established,"likely pharmaceutical origin, perscription, phosphodiesterase inhibitor, vasodilator","erectile dysfunction, vasodilator, common",,prescribed erectile dysfunction medication,Cialis,"Though used recreationally, not usually seen in street drugs.",CN1CC(=O)N2C(C1=O)CC3=C(C2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36,finalize,done,synthetic;erectile dysfunction;active agent;established;likely pharmaceutical origin;perscription;phosphodiesterase inhibitor;vasodilator;,,,,,,,other
350.0,,tamsulosin,129211.0,,,,,,,,,,,,,CCOC1=CC=CC=C1OCCNC(C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N,,,,,,,,,,
351.0,Nate,tapentadol,9838022.0,175591-23-8,"Nucynta, Palexia, Yantil, Tapenta, Tapal, Aspadol, 3-[(1R,2R)-3-(Dimethylamino)-1-ethyl-2-methylpropyl]phenol","opioid, weak opioid, synthetic",analgesic,"active agent, downer",established,"likely pharmaceutical origin, prescription uses","opioid, analgesic, prescription",,pain medication / abuse risk,Tapalee,,CCC(C1=CC(=CC=C1)O)C(C)CN(C)C,tagging done,to do,opioid;synthetic;weak opioid;analgesic;active agent;downer;established;likely pharmaceutical origin;prescription uses;,opioid,,,,,,opioid
352.0,Nate,temazepam,5391.0,846-50-4,"Restoril, Normison, Nortem, (RS)-7-Chloro-1,3-dihydro-3-hydroxy-1-methyl-5-phenyl-1,4-benzodiazepin-2-one","benzodiazepine, synthetic","anti-anxiety, sedative",active agent,"historically popular, international relevance","likely pharmaceutical origin, sleep aid","benzodiazepine, sedative, common",,Common prescription sleep med Restoril,Restoril,Rarely detected in street drugs.,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3,tagging done,to do,benzodiazepine;synthetic;anti-anxiety;sedative;active agent;historically popular;international relevance;likely pharmaceutical origin;sleep aid;,,,,,sedative,,sedative
353.0,Nate,testosterone cypionate,441404.0,58-20-8,"Depo-Testosterone; TC; TCPP; Testosterone cipionate; Testosterone cyclopentylpropionate; Testosterone cyclopentanepropionate; Testosterone 17β-cyclopentylpropionate; [(8R,9S,10R,13S,14S,17S)-10,13-dimethyl-3-oxo-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl] 3-cyclopentylpropanoate","hormone, steroid",muscle builder,active agent,established,,"steroid, anabolic, common",,"testosterone, androgen, anabolic steroid, prescription uses",Arnolds; Juice; Pumpers; Roids; Stackers; Weight Gainers,,CC12CCC3C(C1CCC2OC(=O)CCC4CCCC4)CCC5=CC(=O)CCC35C,tagging done,to do,hormone;steroid;muscle builder;active agent;established;,,,,,,steroid,steroid
354.0,Nate,testosterone decanoate,155143.0,5721-91-5,"Depo-Testosterone; TC; TCPP; Testosterone cipionate; Testosterone cyclopentylpropionate; Testosterone cyclopentanepropionate; Testosterone 17β-cyclopentylpropionate; [(8R,9S,10R,13S,14S,17S)-10,13-dimethyl-3-oxo-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl] 3-cyclopentylpropanoate","hormone, steroid",muscle builder,active agent,established,,"steroid, anabolic, uncommon",,"testosterone, androgen, anabolic steroid, prescription uses",Arnolds; Juice; Pumpers; Roids; Stackers; Weight Gainers,,CCCCCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,tagging done,to do,hormone;steroid;muscle builder;active agent;established;,,,,,,steroid,steroid
355.0,Nate,testosterone enanthate,9416.0,315-37-7,"Delatestryl, Xyosted; TE; Testosterone heptanoate; Testosterone 17β-heptanoate; NSC-17591; [(8R,9S,10R,13S,14S,17S)-10,13-dimethyl-3-oxo-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl] 3-cyclopentylpropanoate","hormone, steroid",muscle builder,active agent,established,,"steroid, anabolic, common",,"testosterone, androgen, anabolic steroid, prescription uses",Arnolds; Juice; Pumpers; Roids; Stackers; Weight Gainers,,CCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,tagging done,to do,hormone;steroid;muscle builder;active agent;established;,,,,,,steroid,steroid
356.0,Nate,testosterone isocaproate,231084.0,15262-86-9,"Sustanon 100, Sustanon 250, Omnadren 250; TiCa; Testosterone 4-methylvalerate[(8R,9S,10R,13S,14S,17S)-10,13-dimethyl-3-oxo-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl] 3-cyclopentylpropanoate","hormone, steroid",muscle builder,active agent,established,,"steroid, anabolic, uncommon",,"testosterone, androgen, anabolic steroid, prescription uses",Arnolds; Juice; Pumpers; Roids; Stackers; Weight Gainers,,CC(C)CCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,tagging done,to do,hormone;steroid;muscle builder;active agent;established;,,,,,,steroid,steroid
357.0,Nate,testosterone phenylpropionate,14743.0,1255-49-8,"Testolent, Sustanon 100, Sustanon 250, Omnadren; TPP; Testosterone phenpropionate; Testosterone hydrocinnamate;  250; [(8R,9S,10R,13S,14S,17S)-10,13-dimethyl-3-oxo-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl] 3-cyclopentylpropanoate","hormone, steroid",muscle builder,active agent,established,,"steroid, anabolic, uncommon",,"testosterone, androgen, anabolic steroid, prescription uses",Arnolds; Juice; Pumpers; Roids; Stackers; Weight Gainers,,CC12CCC3C(C1CCC2OC(=O)CCC4=CC=CC=C4)CCC5=CC(=O)CCC35C,tagging done,to do,hormone;steroid;muscle builder;active agent;established;,,,,,,steroid,steroid
358.0,Nate,testosterone propionate,5995.0,57-85-2,"Testoviron; TP; Testosterone propanoate; Testosterone 17β-propanoate; Propionyltestosterone; NSC-9166; [(8R,9S,10R,13S,14S,17S)-10,13-dimethyl-3-oxo-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl] 3-cyclopentylpropanoate","hormone, steroid",muscle builder,active agent,established,,"steroid, anabolic, uncommon",,"testosterone, androgen, anabolic steroid, prescription uses",Arnolds; Juice; Pumpers; Roids; Stackers; Weight Gainers,,CCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,tagging done,to do,hormone;steroid;muscle builder;active agent;established;,,,,,,steroid,steroid
359.0,Nab,tetracaine,5411.0,94-24-6,,synthetic,"anesthetic, numbing agent",topical/dermal,uncommon,"not psychoactive, likely pharmaceutical origin","anesthetic, topical/dermal, uncommon",,Numbing eye and ear drops,,"Calcium channel blocking numbing agent used medically in eyes, ears, and epidurals, but not intravenously",CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C,finalize,done,synthetic;anesthetic;numbing agent;topical/dermal;uncommon;likely pharmaceutical origin;not psychoactive;,,,,,,,other
360.0,Erin,theobromine,5429.0,,,plant grown,,active agent,,,,,"Active ingredient in chocolate, from eddibles",,,CN1C=NC2=C1C(=O)NC(=O)N2C,tagging done,to do,plant grown;active agent;,,,,,,,other
361.0,Erin,tianeptine,68870.0,72797-41-2,,"opioid, weak opioid, synthetic","human effects uncertain, supplement","active agent, downer, over the counter","concern, emerging",,"anti-depressant, GCMS breakdown product, prescription",,Weak opioid causing unusual withdrawal,Gas station heroin,"Sold in US as a dietary supplement though increasingly states are banning it. (not yet banned in NC as of summer 2024). weak mu opoiod agonist.  thought to be atypical TCA, though recent research calls this into question. historically used in Europe to treat depression/anxiety",CN1C2=CC=CC=C2C(C3=C(S1(=O)=O)C=C(C=C3)Cl)NCCCCCCC(=O)O,finalize,done,opioid;synthetic;weak opioid;human effects uncertain;supplement;active agent;downer;over the counter;concern;emerging;,opioid,,,,,,opioid
362.0,Erin,tianeptine metabolite,46783087.0,1216799-00-6,,"GCMS breakdown product, synthetic",human effects uncertain,,,tianeptine impurity,"anti-depressant impurity, GCMS breakdown product, prescription",,,,Tianeptine breaks down to this in GCMS & human body.,[2H]C([2H])(CC(=O)OC)C([2H])([2H])CNC1C2=C(C=C(C=C2)Cl)S(=O)(=O)N(C3=CC=CC=C13)CÂ Â,tagging done,to do,GCMS breakdown product;synthetic;human effects uncertain;tianeptine impurity;,,,,,,,other
363.0,Erin,tiletamine,26533.0,14176-49-9,,"NMDA receptor antagonist, synthetic","anesthetic, dissociative anesthetic, human effects uncertain, sedative","active agent, downer, night life, veterinary","emerging, international relevance",cyclohexamine,"dissociative anesthetic, dissociative, veterinary",,Newer ketamine-like deep downer,,"Showing up in conjunction with other ketamine-like drugs. In Australia, it is combined with 2-fluoro-2-oxo-PCE and sold as ketamine. 
https://www.cahma.org.au/article/safer-using-canket/

In the USA, used in veterinary practice as sedative for polar bears, bison, dogs, cats, etc. in combination with zolazepam. DEA says ""Neither tiletamine nor zolazepam, as discrete substances, is perceived to pose a significant threat to the health and general welfare at this time…” https://en.wikipedia.org/wiki/Tiletamine",CCNC1(CCCCC1=O)C2=CC=CS2,finalize,done,NMDA receptor antagonist;synthetic;anesthetic;dissociative anesthetic;human effects uncertain;sedative;active agent;downer;night life;veterinary;emerging;international relevance;cyclohexamine;,,,,,sedative,,sedative
364.0,Nate,tramadol,33741.0,123154-38-1,"Ultram, Zytram, Ralivia, 2-[(Dimethylamino)methyl]-1-(3-methoxyphenyl)cyclohexanol","opioid, weak opioid, synthetic",analgesic,"active agent, downer",established,"likely pharmaceutical origin, prescription uses","opioid, analgesic, common",tram-ma-doll,weaker opioid for pain,"Chill Pills, Trammies, Ultras",,CN(C)CC1CCCCC1(C2=CC(=CC=C2)OC)O,tagging done,to do,opioid;synthetic;weak opioid;analgesic;active agent;downer;established;likely pharmaceutical origin;prescription uses;,opioid,,,,,,opioid
365.0,Erin,trazodone,5533.0,19794-93-5,,synthetic,,active agent,,likely pharmaceutical origin,"anti-depressant, sedative, common",,,,,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,tagging done,to do,synthetic;active agent;likely pharmaceutical origin;,,,,,,,other
366.0,Nate,trenbolone enanthate,20112041.0,1629618-98-9,"Trenabol; Trenbolone heptanoate; 19-Nor-δ9,11-testosterone 17β-enanthate; Estra-4,9,11-trien-17β-ol-3-one 17β-enanthate; [(8S,13S,14S,17S)-13-Methyl-3-oxo-2,6,7,8,14,15,16,17-octahydro-1H-cyclopenta[a]phenanthren-17-yl] heptanoate",steroid,muscle builder,active agent,established,,"steroid, anabolic, common",,"illegal, designer anabolic steroid","Arnolds, gear, gym candy, juice, pumpers, roads, stackers, weight gainers",increase muscle growth and strength but can impact mood and reproductive health,CCCCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)CÂ Â,tagging done,to do,steroid;muscle builder;active agent;established;,,,,,,steroid,steroid
367.0,,triethyl citrate,6506.0,,,,,,,,,,,,,CCOC(=O)CC(CC(=O)OCC)(C(=O)OCC)O,,,,,,,,,,
368.0,Erin,tropacocaine,637578.0,537-26-8,benzoylpseudotropine;pseudotropine benzoate;descarbomethoxycocaine),"cocaine impurity, semi-synthetic, stimulant",,,established,,"cocaine impurity, stimulant, GCMS breakdown product",,,,,CN1C2CCC1CC(C2)OC(=O)C3=CC=CC=C3,tagging done,to do,cocaine impurity;semi-synthetic;stimulant;established;,,stimulant,,,,,stimulant
369.0,,tryptamine,1150.0,,,,,,,,,,,,,C1=CC=C2C(=C1)C(=CN2)CCN,,,,,,,,,,
370.0,Nab,urea,1176.0,57-13-6,carbamide,"GCMS breakdown product, solvent",,"over the counter, topical/dermal",,not psychoactive,"impurity, fertilizer, GCMS breakdown product",your-e-ah,Common; inactive; medical and agricultural uses,,"Most commonly found with fentanyl and heroin. Common substance in farming (fertilizer), medicines, and bodily fluid.",C(=O)(N)N,finalize,done,GCMS breakdown product;solvent;over the counter;topical/dermal;not psychoactive;,,,,,,,other
371.0,Nate,valeryl fentanyl,21595398.0,122882-90-0,valerylfentanyl; N-(1-phenethylpiperidin-4-yl)-N-phenylpentanamide; N-(1-(2-Phenylethyl)-4-piperidinyl)-N-phenylpentylamide,"opioid, fentanyl analogue, synthetic","analgesic, human effects uncertain, sedative",active agent,international relevance,,"fentanyl, opioid, synthetic",,Designer fentanyl analog associated with overdoses,"May be called the same names as fentanyl products (which include Apache, China girl, China town, dance fever, friend, goodfellas, greatb ear, he-man, jackpot, king ivory, murder 8, poison, tango and cash,TNT)",,CCCCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,tagging done,to do,fentanyl analogue;opioid;synthetic;analgesic;human effects uncertain;sedative;active agent;international relevance;,opioid,,,,sedative,,"opioid,sedative"
372.0,Nab,vanillin,1183.0,121-33-5,,,,flavor,uncommon,not psychoactive,"flavor, GCMS breakdown product, common",,Vanilla bean flavor in synthetic weed,,Seen combined with K2/Spice (synthetic cannabinoids).,COC1=C(C=CC(=C1)C=O)OÂ Â,finalize,done,flavor;uncommon;not psychoactive;,,,,,,,other
373.0,Erin,venlafaxine,5656.0,93413-69-5,,synthetic,anti-depressant,"active agent, bulking agent",uncommon,likely pharmaceutical origin,"anti-depressant, serotonin-norepinephrine reuptake inhibitor, common",,Common anti-depressant Effexor,Effexor,,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O,tagging done,to do,synthetic;anti-depressant;active agent;bulking agent;uncommon;likely pharmaceutical origin;,,,,,,,other
374.0,Erin,vitamin D3,5280795.0,67-97-0,,vitamin,supplement,non-toxic,uncommon,not psychoactive,"vitamin, supplement, common",,,,,CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C,tagging done,to do,vitamin;supplement;non-toxic;uncommon;not psychoactive;,,,,,,,other
375.0,Erin,vitamin E,14985.0,59-02-9,,vitamin,,non-toxic,uncommon,,"vitamin, supplement, common",,,,,CC1=C(C2=C(CCC(O2)(C)CCCC(C)CCCC(C)CCCC(C)C)C(=C1O)C)C,tagging done,to do,vitamin;non-toxic;uncommon;,,,,,,,other
376.0,Erin,vitamin E acetate,86472.0,58-95-7,,vitamin,,,"concern, emerging",,"vitamin, supplement, GCMS breakdown product",,,,,CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C,to do,to do,vitamin;concern;emerging;,,,,,,,
377.0,Erin,xylazine,5707.0,7361-61-7,,"alpha-2 agonist, opioid, synthetic, kappa opioid","anesthetic, dissociative anesthetic, sedative","active agent, downer, up-and-down, veterinary","concern, established",,"veterinary, sedative, uncommon",sigh-la-scene,"Heavy sedative, causes nasty wounds",,,CC1=C(C(=CC=C1)C)NC2=NCCCS2,tagging done,to do,alpha-2 agonist;kappa opioid;opioid;synthetic;anesthetic;dissociative anesthetic;sedative;active agent;downer;up-and-down;veterinary;concern;established;,opioid,,,,sedative,,"opioid,sedative"
378.0,,xylitol,6912.0,,,"sweetener, synthetic",,"bulking agent, cut",uncommon,not psychoactive,,,"Common artificial sweetener in gum, food",,,C(C(C(C(CO)O)O)O)O,to do,to do,sweetener;synthetic;bulking agent;cut;uncommon;not psychoactive;,,,,,,,
379.0,,yangonin,5281575.0,,,,,,,,,,,,,COC1=CC=C(C=C1)C=CC2=CC(=CC(=O)O2)OC,to do,to do,,,,,,,,
380.0,Nate,zolpidem,5732.0,,"Ambien, Ambien CR",synthetic,sedative,"active agent, downer",established,"atypical benzodiazepine, likely pharmaceutical origin, sleep aid",,,Common prescription sleep med Ambien,Ambien,Rarely detected in street drugs.,CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C,finalize,done,synthetic;sedative;active agent;downer;established;atypical benzodiazepine;likely pharmaceutical origin;sleep aid;,,,,,sedative,,sedative
381.0,Erin,α-Ethylaminopentiophenone,205593.0,,,,human effects uncertain,,,,"substituted cathinone, stimulant, emerging",,,,,CCCC(C(=O)C1=CC=CC=C1)NCC,to do,to do,human effects uncertain;,,,,,,,
382.0,Erin,α-Pyrrolidinoisohexanophenone,72943120.0,,,,human effects uncertain,,,,"substituted cathinone, stimulant, emerging",,,,,CC(C)CC(C(=O)C1=CC=CC=C1)N2CCCC2.Cl,to do,to do,human effects uncertain;,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
